TotalPoints,Spread,HomeWin,season,week,team,HomeTeamName,opponent_team,AwayTeamName,HomeTeamId,AwayTeamId,HomeWinner,AveragePredictedTotal,AveragePredictedSpread,BestPredictedTotal,BestPredictedSpread,MeanTemperature,MaxTemperature,MinTemperature,ApparentTemperature,PrecipitationSum,SnowfallSum,PrecipitationHours,RainSum,WindSpeedMax,WindGustsMax,DominantWindDirection,MeanRelativeHumidity,MeanWindGusts,MeanWindSpeed,PredictedHomeWinPercent,PredicitedHomeMatchupQuality,PredictedHomeLossPercent,PredictedHomeDefenseEfficiency,PredictedHomeOffenseEfficiency,PredictedHomeTotalEfficiency,PredictedHomePointDifferential,PredictedAwayWinPercent,PredicitedAwayMatchupQuality,PredictedAwayLossPercent,PredictedAwayPointDifferential,PredictedAwayDefenseEfficiency,PredictedAwayOffenseEfficiency,PredictedAwayTotalEfficiency,game_id,team_x_x,season_type_x,opponent_team_x_x,completions_home,attempts_home,passing_yards_home,passing_tds_home,passing_interceptions_home,sacks_suffered_home,sack_yards_lost_home,sack_fumbles_home,sack_fumbles_lost_home,passing_air_yards_home,passing_yards_after_catch_home,passing_first_downs_home,passing_epa_home,passing_cpoe_home,passing_2pt_conversions_home,carries_home,rushing_yards_home,rushing_tds_home,rushing_fumbles_home,rushing_fumbles_lost_home,rushing_first_downs_home,rushing_epa_home,rushing_2pt_conversions_home,receptions_home,targets_home,receiving_yards_home,receiving_tds_home,receiving_fumbles_home,receiving_fumbles_lost_home,receiving_air_yards_home,receiving_yards_after_catch_home,receiving_first_downs_home,receiving_epa_home,receiving_2pt_conversions_home,special_teams_tds_home,def_tackles_solo_home,def_tackles_with_assist_home,def_tackle_assists_home,def_tackles_for_loss_home,def_tackles_for_loss_yards_home,def_fumbles_forced_home,def_sacks_home,def_sack_yards_home,def_qb_hits_home,def_interceptions_home,def_interception_yards_home,def_pass_defended_home,def_tds_home,def_fumbles_home,def_safeties_home,misc_yards_home,fumble_recovery_own_home,fumble_recovery_yards_own_home,fumble_recovery_opp_home,fumble_recovery_yards_opp_home,fumble_recovery_tds_home,penalties_home,penalty_yards_home,timeouts_home,punt_returns_home,punt_return_yards_home,kickoff_returns_home,kickoff_return_yards_home,fg_made_home,fg_att_home,fg_missed_home,fg_blocked_home,fg_long_home,fg_pct_home,fg_made_0_19_home,fg_made_20_29_home,fg_made_30_39_home,fg_made_40_49_home,fg_made_50_59_home,fg_made_60__home,fg_missed_0_19_home,fg_missed_20_29_home,fg_missed_30_39_home,fg_missed_40_49_home,fg_missed_50_59_home,fg_missed_60__home,fg_made_list_home,fg_missed_list_home,fg_blocked_list_home,fg_made_distance_home,fg_missed_distance_home,fg_blocked_distance_home,pat_made_home,pat_att_home,pat_missed_home,pat_blocked_home,pat_pct_home,gwfg_made_home,gwfg_att_home,gwfg_missed_home,gwfg_blocked_home,gwfg_distance_home,team_name_x,opponent_name_x,TotalPoints_x,Spread_x,HomeWin_x,team_y_x,HomeTeamName_x,opponent_team_y_x,AwayTeamName_x,HomeTeamId_x,AwayTeamId_x,HomeWinner_x,AveragePredictedTotal_x,AveragePredictedSpread_x,BestPredictedTotal_x,BestPredictedSpread_x,MeanTemperature_x,MaxTemperature_x,MinTemperature_x,ApparentTemperature_x,PrecipitationSum_x,SnowfallSum_x,PrecipitationHours_x,RainSum_x,WindSpeedMax_x,WindGustsMax_x,DominantWindDirection_x,MeanRelativeHumidity_x,MeanWindGusts_x,MeanWindSpeed_x,PredictedHomeWinPercent_x,PredicitedHomeMatchupQuality_x,PredictedHomeLossPercent_x,PredictedHomeDefenseEfficiency_x,PredictedHomeOffenseEfficiency_x,PredictedHomeTotalEfficiency_x,PredictedHomePointDifferential_x,PredictedAwayWinPercent_x,PredicitedAwayMatchupQuality_x,PredictedAwayLossPercent_x,PredictedAwayPointDifferential_x,PredictedAwayDefenseEfficiency_x,PredictedAwayOffenseEfficiency_x,PredictedAwayTotalEfficiency_x,team_x_y,season_type_y,opponent_team_x_y,completions_away,attempts_away,passing_yards_away,passing_tds_away,passing_interceptions_away,sacks_suffered_away,sack_yards_lost_away,sack_fumbles_away,sack_fumbles_lost_away,passing_air_yards_away,passing_yards_after_catch_away,passing_first_downs_away,passing_epa_away,passing_cpoe_away,passing_2pt_conversions_away,carries_away,rushing_yards_away,rushing_tds_away,rushing_fumbles_away,rushing_fumbles_lost_away,rushing_first_downs_away,rushing_epa_away,rushing_2pt_conversions_away,receptions_away,targets_away,receiving_yards_away,receiving_tds_away,receiving_fumbles_away,receiving_fumbles_lost_away,receiving_air_yards_away,receiving_yards_after_catch_away,receiving_first_downs_away,receiving_epa_away,receiving_2pt_conversions_away,special_teams_tds_away,def_tackles_solo_away,def_tackles_with_assist_away,def_tackle_assists_away,def_tackles_for_loss_away,def_tackles_for_loss_yards_away,def_fumbles_forced_away,def_sacks_away,def_sack_yards_away,def_qb_hits_away,def_interceptions_away,def_interception_yards_away,def_pass_defended_away,def_tds_away,def_fumbles_away,def_safeties_away,misc_yards_away,fumble_recovery_own_away,fumble_recovery_yards_own_away,fumble_recovery_opp_away,fumble_recovery_yards_opp_away,fumble_recovery_tds_away,penalties_away,penalty_yards_away,timeouts_away,punt_returns_away,punt_return_yards_away,kickoff_returns_away,kickoff_return_yards_away,fg_made_away,fg_att_away,fg_missed_away,fg_blocked_away,fg_long_away,fg_pct_away,fg_made_0_19_away,fg_made_20_29_away,fg_made_30_39_away,fg_made_40_49_away,fg_made_50_59_away,fg_made_60__away,fg_missed_0_19_away,fg_missed_20_29_away,fg_missed_30_39_away,fg_missed_40_49_away,fg_missed_50_59_away,fg_missed_60__away,fg_made_list_away,fg_missed_list_away,fg_blocked_list_away,fg_made_distance_away,fg_missed_distance_away,fg_blocked_distance_away,pat_made_away,pat_att_away,pat_missed_away,pat_blocked_away,pat_pct_away,gwfg_made_away,gwfg_att_away,gwfg_missed_away,gwfg_blocked_away,gwfg_distance_away,team_name_y,opponent_name_y,TotalPoints_y,Spread_y,HomeWin_y,team_y_y,HomeTeamName_y,opponent_team_y_y,AwayTeamName_y,HomeTeamId_y,AwayTeamId_y,HomeWinner_y,AveragePredictedTotal_y,AveragePredictedSpread_y,BestPredictedTotal_y,BestPredictedSpread_y,MeanTemperature_y,MaxTemperature_y,MinTemperature_y,ApparentTemperature_y,PrecipitationSum_y,SnowfallSum_y,PrecipitationHours_y,RainSum_y,WindSpeedMax_y,WindGustsMax_y,DominantWindDirection_y,MeanRelativeHumidity_y,MeanWindGusts_y,MeanWindSpeed_y,PredictedHomeWinPercent_y,PredicitedHomeMatchupQuality_y,PredictedHomeLossPercent_y,PredictedHomeDefenseEfficiency_y,PredictedHomeOffenseEfficiency_y,PredictedHomeTotalEfficiency_y,PredictedHomePointDifferential_y,PredictedAwayWinPercent_y,PredicitedAwayMatchupQuality_y,PredictedAwayLossPercent_y,PredictedAwayPointDifferential_y,PredictedAwayDefenseEfficiency_y,PredictedAwayOffenseEfficiency_y,PredictedAwayTotalEfficiency_y
47,-1,1,2018,1,CHI,Packers,CHI,Bears,9,3,1,41.5833333333333,-6.25,-6.5,45.0,15.4,21.0,10.7,15.0,0.0,0.0,0,0.0,11.2,24.8,42,77,14.2,6.1,73.1,77.434,26.7,51.0,25.837,34.597,8.871,26.7,77.434,73.1,-8.871,74.163,49.0,65.403,Bears_Packers,GB,REG,CHI,24.0,37.0,341.0,3.0,1.0,4.0,-40.0,2.0,1.0,350.0,193.0,14.0,2.0231354776334336,2.17717078824838,0.0,18.0,69.0,0.0,0.0,0.0,2.0,-3.4063265141739976,0.0,24.0,36.0,341.0,3.0,0.0,0.0,350.0,193.0,14.0,12.621854319717489,0.0,0.0,51.0,5.0,7.0,5.0,20.0,1.0,3.0,7.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,8.0,72.0,4.0,1.0,17.0,3.0,68.0,1.0,1.0,0.0,0.0,42.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,,,42.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Packers,Bears,47.0,-1.0,1.0,CHI,Packers,CHI,Bears,9.0,3.0,1.0,41.5833333333333,-6.25,-6.5,45.0,15.4,21.0,10.7,15.0,0.0,0.0,0.0,0.0,11.2,24.8,42.0,77.0,14.2,6.1,73.1,77.434,26.7,51.0,25.837,34.597,8.871,26.7,77.434,73.1,-8.871,74.163,49.0,65.403,GB,REG,CHI,24.0,37.0,341.0,3.0,1.0,4.0,-40.0,2.0,1.0,350.0,193.0,14.0,2.0231354776334336,2.17717078824838,0.0,18.0,69.0,0.0,0.0,0.0,2.0,-3.4063265141739976,0.0,24.0,36.0,341.0,3.0,0.0,0.0,350.0,193.0,14.0,12.621854319717489,0.0,0.0,51.0,5.0,7.0,5.0,20.0,1.0,3.0,7.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,8.0,72.0,4.0,1.0,17.0,3.0,68.0,1.0,1.0,0.0,0.0,42.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,,,42.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Packers,Bears,47.0,-1.0,1.0,CHI,Packers,CHI,Bears,9.0,3.0,1.0,41.5833333333333,-6.25,-6.5,45.0,15.4,21.0,10.7,15.0,0.0,0.0,0.0,0.0,11.2,24.8,42.0,77.0,14.2,6.1,73.1,77.434,26.7,51.0,25.837,34.597,8.871,26.7,77.434,73.1,-8.871,74.163,49.0,65.403
40,-8,1,2018,1,MIN,Vikings,SF,49ers,16,25,1,42.125,-5.91666666666667,-6.0,44.5,15.9,21.1,11.4,14.5,0.0,0.0,0,0.0,15.1,32.0,138,71,21.5,10.9,69.7,48.903,30.0,93.84,42.065,81.007,7.442,30.0,48.903,69.7,-7.442,57.935,6.16,18.993,49ers_Vikings,MIN,REG,SF,20.0,36.0,244.0,2.0,0.0,3.0,-17.0,0.0,0.0,255.0,153.0,15.0,0.2011502354472036,-12.685536061014448,0.0,32.0,116.0,0.0,1.0,1.0,3.0,-13.987624946399592,0.0,20.0,35.0,244.0,2.0,0.0,0.0,255.0,153.0,15.0,6.422880219022845,0.0,0.0,41.0,1.0,7.0,5.0,22.0,2.0,3.0,24.0,9.0,3.0,45.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,52.0,5.0,3.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,48.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,,,48.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Vikings,49ers,40.0,-8.0,1.0,MIN,Vikings,SF,49ers,16.0,25.0,1.0,42.125,-5.91666666666667,-6.0,44.5,15.9,21.1,11.4,14.5,0.0,0.0,0.0,0.0,15.1,32.0,138.0,71.0,21.5,10.9,69.7,48.903,30.0,93.84,42.065,81.007,7.442,30.0,48.903,69.7,-7.442,57.935,6.16,18.993,MIN,REG,SF,20.0,36.0,244.0,2.0,0.0,3.0,-17.0,0.0,0.0,255.0,153.0,15.0,0.2011502354472036,-12.685536061014448,0.0,32.0,116.0,0.0,1.0,1.0,3.0,-13.987624946399592,0.0,20.0,35.0,244.0,2.0,0.0,0.0,255.0,153.0,15.0,6.422880219022845,0.0,0.0,41.0,1.0,7.0,5.0,22.0,2.0,3.0,24.0,9.0,3.0,45.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,52.0,5.0,3.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,48.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,,,48.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Vikings,49ers,40.0,-8.0,1.0,MIN,Vikings,SF,49ers,16.0,25.0,1.0,42.125,-5.91666666666667,-6.0,44.5,15.9,21.1,11.4,14.5,0.0,0.0,0.0,0.0,15.1,32.0,138.0,71.0,21.5,10.9,69.7,48.903,30.0,93.84,42.065,81.007,7.442,30.0,48.903,69.7,-7.442,57.935,6.16,18.993
30,-6,1,2018,1,PHI,Eagles,ATL,Falcons,21,1,1,40.5833333333333,0.25,1.0,44.0,25.1,28.9,22.9,28.6,9.5,0.0,8,9.5,11.2,25.2,23,82,17.5,8.5,58.6,69.084,41.1,84.526,40.233,61.075,3.176,41.1,69.084,58.6,-3.176,59.767,15.474,38.925,Eagles_Falcons,PHI,REG,ATL,20.0,35.0,132.0,0.0,1.0,2.0,-13.0,1.0,0.0,285.0,58.0,6.0,-9.232809095237965,-10.712069954190936,0.0,27.0,113.0,2.0,0.0,0.0,7.0,4.007251114802901,1.0,20.0,35.0,132.0,0.0,0.0,0.0,285.0,58.0,6.0,-6.3619072533348575,0.0,0.0,37.0,5.0,15.0,7.0,36.0,1.0,4.0,26.0,14.0,1.0,0.0,10.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,101.0,5.0,4.0,29.0,2.0,43.0,1.0,1.0,0.0,0.0,26.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,,,26.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Eagles,Falcons,30.0,-6.0,1.0,PHI,Eagles,ATL,Falcons,21.0,1.0,1.0,40.5833333333333,0.25,1.0,44.0,25.1,28.9,22.9,28.6,9.5,0.0,8.0,9.5,11.2,25.2,23.0,82.0,17.5,8.5,58.6,69.084,41.1,84.526,40.233,61.075,3.176,41.1,69.084,58.6,-3.176,59.767,15.474,38.925,PHI,REG,ATL,20.0,35.0,132.0,0.0,1.0,2.0,-13.0,1.0,0.0,285.0,58.0,6.0,-9.232809095237965,-10.712069954190936,0.0,27.0,113.0,2.0,0.0,0.0,7.0,4.007251114802901,1.0,20.0,35.0,132.0,0.0,0.0,0.0,285.0,58.0,6.0,-6.3619072533348575,0.0,0.0,37.0,5.0,15.0,7.0,36.0,1.0,4.0,26.0,14.0,1.0,0.0,10.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,101.0,5.0,4.0,29.0,2.0,43.0,1.0,1.0,0.0,0.0,26.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,,,26.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Eagles,Falcons,30.0,-6.0,1.0,PHI,Eagles,ATL,Falcons,21.0,1.0,1.0,40.5833333333333,0.25,1.0,44.0,25.1,28.9,22.9,28.6,9.5,0.0,8.0,9.5,11.2,25.2,23.0,82.0,17.5,8.5,58.6,69.084,41.1,84.526,40.233,61.075,3.176,41.1,69.084,58.6,-3.176,59.767,15.474,38.925
47,-7,1,2018,1,NE,Patriots,HOU,Texans,17,34,1,45.0833333333333,-5.70833333333333,-6.0,45.5,14.8,16.9,12.9,12.2,0.1,0.0,1,0.1,17.3,41.8,26,60,29.7,12.8,72.6,72.971,27.1,92.761,58.187,80.422,8.667,27.1,72.971,72.6,-8.667,41.813,7.239,19.578,Patriots_Texans,NE,REG,HOU,26.0,39.0,277.0,3.0,1.0,2.0,-10.0,0.0,0.0,320.0,93.0,16.0,8.182893924308008,2.0075062910715737,0.0,31.0,122.0,0.0,1.0,0.0,5.0,-3.754402732235298,0.0,26.0,39.0,277.0,3.0,1.0,1.0,320.0,93.0,16.0,5.4869446671893805,0.0,0.0,36.0,1.0,41.0,4.0,19.0,0.0,3.0,18.0,12.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6.0,36.0,6.0,1.0,0.0,1.0,19.0,2.0,2.0,0.0,0.0,39.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39;35,,,74.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Patriots,Texans,47.0,-7.0,1.0,NE,Patriots,HOU,Texans,17.0,34.0,1.0,45.0833333333333,-5.70833333333333,-6.0,45.5,14.8,16.9,12.9,12.2,0.1,0.0,1.0,0.1,17.3,41.8,26.0,60.0,29.7,12.8,72.6,72.971,27.1,92.761,58.187,80.422,8.667,27.1,72.971,72.6,-8.667,41.813,7.239,19.578,NE,REG,HOU,26.0,39.0,277.0,3.0,1.0,2.0,-10.0,0.0,0.0,320.0,93.0,16.0,8.182893924308008,2.0075062910715737,0.0,31.0,122.0,0.0,1.0,0.0,5.0,-3.754402732235298,0.0,26.0,39.0,277.0,3.0,1.0,1.0,320.0,93.0,16.0,5.4869446671893805,0.0,0.0,36.0,1.0,41.0,4.0,19.0,0.0,3.0,18.0,12.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6.0,36.0,6.0,1.0,0.0,1.0,19.0,2.0,2.0,0.0,0.0,39.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39;35,,,74.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Patriots,Texans,47.0,-7.0,1.0,NE,Patriots,HOU,Texans,17.0,34.0,1.0,45.0833333333333,-5.70833333333333,-6.0,45.5,14.8,16.9,12.9,12.2,0.1,0.0,1.0,0.1,17.3,41.8,26.0,60.0,29.7,12.8,72.6,72.971,27.1,92.761,58.187,80.422,8.667,27.1,72.971,72.6,-8.667,41.813,7.239,19.578
66,10,0,2018,1,LAC,Chargers,KC,Chiefs,24,12,0,45.4583333333333,-2.125,-3.5,47.5,22.9,31.5,17.7,24.9,0.0,0.0,0,0.0,17.6,36.0,226,77,17.6,7.8,62.4,93.737,37.3,14.156,71.46,13.898,4.569,37.3,93.737,62.4,-4.569,28.54,85.844,86.102,Chargers_Chiefs,LAC,REG,KC,34.0,51.0,424.0,3.0,1.0,1.0,-6.0,0.0,0.0,483.0,249.0,23.0,16.117956372414145,3.6634639501571655,1.0,22.0,123.0,0.0,0.0,0.0,7.0,2.713911704704631,1.0,34.0,50.0,424.0,3.0,0.0,0.0,483.0,249.0,23.0,18.700588463310517,1.0,0.0,27.0,4.0,20.0,2.0,7.0,0.0,1.0,0.0,7.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,45.0,5.0,2.0,-5.0,2.0,36.0,2.0,3.0,1.0,0.0,45.0,0.6666666666666666,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45;39,48,,84.0,48.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Chargers,Chiefs,66.0,10.0,0.0,LAC,Chargers,KC,Chiefs,24.0,12.0,0.0,45.4583333333333,-2.125,-3.5,47.5,22.9,31.5,17.7,24.9,0.0,0.0,0.0,0.0,17.6,36.0,226.0,77.0,17.6,7.8,62.4,93.737,37.3,14.156,71.46,13.898,4.569,37.3,93.737,62.4,-4.569,28.54,85.844,86.102,LAC,REG,KC,34.0,51.0,424.0,3.0,1.0,1.0,-6.0,0.0,0.0,483.0,249.0,23.0,16.117956372414145,3.6634639501571655,1.0,22.0,123.0,0.0,0.0,0.0,7.0,2.713911704704631,1.0,34.0,50.0,424.0,3.0,0.0,0.0,483.0,249.0,23.0,18.700588463310517,1.0,0.0,27.0,4.0,20.0,2.0,7.0,0.0,1.0,0.0,7.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,45.0,5.0,2.0,-5.0,2.0,36.0,2.0,3.0,1.0,0.0,45.0,0.6666666666666666,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45;39,48,,84.0,48.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Chargers,Chiefs,66.0,10.0,0.0,LAC,Chargers,KC,Chiefs,24.0,12.0,0.0,45.4583333333333,-2.125,-3.5,47.5,22.9,31.5,17.7,24.9,0.0,0.0,0.0,0.0,17.6,36.0,226.0,77.0,17.6,7.8,62.4,93.737,37.3,14.156,71.46,13.898,4.569,37.3,93.737,62.4,-4.569,28.54,85.844,86.102
35,5,0,2018,1,NYG,Giants,JAX,Jaguars,19,30,0,38.75,2.875,2.5,40.5,14.8,16.6,13.1,13.3,14.4,0.0,24,14.4,16.1,33.1,33,84,28.8,14.7,51.0,38.121,48.7,72.279,10.902,32.557,0.414,48.7,38.121,51.0,-0.414,89.098,27.721,67.443,Giants_Jaguars,NYG,REG,JAX,23.0,37.0,224.0,0.0,1.0,2.0,-14.0,0.0,0.0,249.0,86.0,8.0,-11.79819566015601,-4.550692521863514,0.0,23.0,114.0,1.0,0.0,0.0,3.0,-3.119311801041848,0.0,23.0,36.0,224.0,0.0,0.0,0.0,249.0,86.0,8.0,-9.224086577318188,0.0,0.0,29.0,14.0,26.0,0.0,0.0,0.0,1.0,8.0,3.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,43.0,6.0,3.0,4.0,1.0,15.0,3.0,3.0,0.0,0.0,44.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27;31;44,,,102.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Giants,Jaguars,35.0,5.0,0.0,NYG,Giants,JAX,Jaguars,19.0,30.0,0.0,38.75,2.875,2.5,40.5,14.8,16.6,13.1,13.3,14.4,0.0,24.0,14.4,16.1,33.1,33.0,84.0,28.8,14.7,51.0,38.121,48.7,72.279,10.902,32.557,0.414,48.7,38.121,51.0,-0.414,89.098,27.721,67.443,NYG,REG,JAX,23.0,37.0,224.0,0.0,1.0,2.0,-14.0,0.0,0.0,249.0,86.0,8.0,-11.79819566015601,-4.550692521863514,0.0,23.0,114.0,1.0,0.0,0.0,3.0,-3.119311801041848,0.0,23.0,36.0,224.0,0.0,0.0,0.0,249.0,86.0,8.0,-9.224086577318188,0.0,0.0,29.0,14.0,26.0,0.0,0.0,0.0,1.0,8.0,3.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,43.0,6.0,3.0,4.0,1.0,15.0,3.0,3.0,0.0,0.0,44.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27;31;44,,,102.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Giants,Jaguars,35.0,5.0,0.0,NYG,Giants,JAX,Jaguars,19.0,30.0,0.0,38.75,2.875,2.5,40.5,14.8,16.6,13.1,13.3,14.4,0.0,24.0,14.4,16.1,33.1,33.0,84.0,28.8,14.7,51.0,38.121,48.7,72.279,10.902,32.557,0.414,48.7,38.121,51.0,-0.414,89.098,27.721,67.443
30,18,0,2018,1,ARI,Cardinals,WAS,Redskins,22,28,0,38.9166666666667,-0.416666666666667,-2.0,31.5,25.2,34.4,18.0,26.7,0.0,0.0,0,0.0,12.6,31.7,161,60,15.7,6.0,57.3,2.67,42.3,11.514,13.761,6.171,2.708,42.3,2.67,57.3,-2.708,86.239,88.486,93.829,Cardinals_Redskins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,8,0,2018,1,NO,Saints,TB,Buccaneers,18,27,0,48.625,-8.25,0.5,49.5,26.5,29.4,24.2,32.0,3.4,0.0,11,3.4,8.5,21.2,190,88,14.1,5.5,81.9,52.67,17.9,1.29,74.815,15.385,13.117,17.9,52.67,81.9,-13.117,25.185,98.71,84.615,Buccaneers_Saints,NO,REG,TB,37.0,45.0,439.0,3.0,0.0,1.0,-7.0,0.0,0.0,348.0,167.0,19.0,23.326555751027698,13.136177171360362,1.0,13.0,43.0,2.0,1.0,1.0,5.0,-5.878113981583621,1.0,37.0,44.0,439.0,3.0,1.0,1.0,348.0,167.0,19.0,20.490617621046184,1.0,0.0,43.0,0.0,20.0,3.0,8.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,77.0,5.0,1.0,0.0,3.0,69.0,1.0,1.0,0.0,0.0,36.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,,,36.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Saints,Buccaneers,88.0,8.0,0.0,NO,Saints,TB,Buccaneers,18.0,27.0,0.0,48.625,-8.25,0.5,49.5,26.5,29.4,24.2,32.0,3.4,0.0,11.0,3.4,8.5,21.2,190.0,88.0,14.1,5.5,81.9,52.67,17.9,1.29,74.815,15.385,13.117,17.9,52.67,81.9,-13.117,25.185,98.71,84.615,NO,REG,TB,37.0,45.0,439.0,3.0,0.0,1.0,-7.0,0.0,0.0,348.0,167.0,19.0,23.326555751027698,13.136177171360362,1.0,13.0,43.0,2.0,1.0,1.0,5.0,-5.878113981583621,1.0,37.0,44.0,439.0,3.0,1.0,1.0,348.0,167.0,19.0,20.490617621046184,1.0,0.0,43.0,0.0,20.0,3.0,8.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,77.0,5.0,1.0,0.0,3.0,69.0,1.0,1.0,0.0,0.0,36.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,,,36.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Saints,Buccaneers,88.0,8.0,0.0,NO,Saints,TB,Buccaneers,18.0,27.0,0.0,48.625,-8.25,0.5,49.5,26.5,29.4,24.2,32.0,3.4,0.0,11.0,3.4,8.5,21.2,190.0,88.0,14.1,5.5,81.9,52.67,17.9,1.29,74.815,15.385,13.117,17.9,52.67,81.9,-13.117,25.185,98.71,84.615
